Date,Open,High,Low,Close,Adj Close,Volume,RSI
6/15/2020,83.3125,86.419998,83.144997,85.747498,85.445755,138808800,64.7336
6/16/2020,87.864998,88.300003,86.18,88.019997,87.710258,41357200,71.6709
6/17/2020,88.787498,88.849998,87.772499,87.897499,87.588196,28532000,70.8046
6/18/2020,87.852501,88.362503,87.305,87.932503,87.623077,24205100,70.9205
6/19/2020,88.660004,89.139999,86.287498,87.43,87.122337,66119000,66.5451
6/22/2020,87.834999,89.864998,87.787498,89.717499,89.401787,33861300,74.733
6/23/2020,91,93.095001,90.567497,91.6325,91.310051,53038900,79.5642
6/24/2020,91.25,92.197502,89.629997,90.014999,89.698242,48155800,67.0664
6/25/2020,90.175003,91.25,89.392502,91.209999,90.889038,34380600,70.9556
6/26/2020,91.102501,91.330002,88.254997,88.407501,88.096405,51314200,53.7726
6/29/2020,88.3125,90.542503,87.82,90.445,90.126732,32661500,61.5779
6/30/2020,90.019997,91.495003,90,91.199997,90.879066,35055800,64.1649
7/1/2020,91.279999,91.839996,90.977501,91.027496,90.707176,27684300,63.0458
7/2/2020,91.962502,92.6175,90.910004,91.027496,90.707176,28510400,63.0459
7/6/2020,92.5,93.945,92.467499,93.462502,93.133614,29663900,72.1683
7/7/2020,93.852501,94.654999,93.057503,93.172501,92.844635,28106100,69.8005
7/8/2020,94.18,95.375,94.089996,95.342499,95.006996,29273000,76.4669
7/9/2020,96.262497,96.317497,94.672501,95.752502,95.415558,31410700,77.37
7/10/2020,95.334999,95.980003,94.705002,95.919998,95.582466,22564300,78.049
7/13/2020,97.264999,99.955002,95.2575,95.477501,95.141525,47912300,73.3198
7/14/2020,94.839996,97.254997,93.877502,97.057503,96.715965,42747300,78.6497
7/15/2020,98.989998,99.247498,96.489998,97.724998,97.381111,38299500,80.5443
7/16/2020,96.5625,97.404999,95.904999,96.522499,96.182846,27644400,68.001
7/17/2020,96.987503,97.147499,95.839996,96.327499,95.988533,23046700,66.0757
7/20/2020,96.417503,98.5,96.0625,98.357498,98.011391,22531700,74.6852
7/21/2020,99.172501,99.25,96.7425,97,96.658661,103646000,62.4551
7/22/2020,96.692497,97.974998,96.602501,97.272499,96.930199,89001600,63.8271
7/23/2020,96.997498,97.077499,92.010002,92.845001,92.518288,197004400,37.8777
7/24/2020,90.987503,92.970001,89.144997,92.614998,92.289093,185438800,36.9767
7/27/2020,93.709999,94.904999,93.480003,94.809998,94.476364,121214000,50.0592
7/28/2020,94.3675,94.550003,93.247498,93.252502,92.924355,103625600,42.7873
7/29/2020,93.75,95.230003,93.712502,95.040001,94.705559,90329200,52.0175
7/30/2020,94.1875,96.297501,93.767502,96.190002,95.851517,158130000,57.1494
7/31/2020,102.885002,106.415001,100.824997,106.260002,105.886086,374336800,79.4049
8/3/2020,108.199997,111.637497,107.892502,108.9375,108.554153,308151200,82.2355
8/4/2020,109.1325,110.790001,108.387497,109.665001,109.279099,173071600,82.9693
8/5/2020,109.377502,110.392502,108.897499,110.0625,109.675194,121992000,83.4016
8/6/2020,110.404999,114.412498,109.797501,113.902496,113.501678,202428800,87.0621
8/7/2020,113.205002,113.675003,110.292503,111.112503,110.921135,198045600,73.4774
8/10/2020,112.599998,113.775002,110,112.727501,112.533356,212403600,75.9807
8/11/2020,111.970001,112.482498,109.107498,109.375,109.186623,187902400,61.9713
8/12/2020,110.497498,113.275002,110.297501,113.010002,112.815369,165944800,69.0993
8/13/2020,114.43,116.042503,113.927498,115.010002,114.81192,210082000,72.3853
8/14/2020,114.830002,115,113.044998,114.907501,114.709602,165565200,71.933
8/17/2020,116.0625,116.087502,113.962502,114.607498,114.41011,119561600,70.4463
8/18/2020,114.352501,116,114.0075,115.5625,115.363472,105633600,72.5315
8/19/2020,115.982498,117.162498,115.610001,115.707497,115.508217,145538000,72.8669
8/20/2020,115.75,118.392502,115.732498,118.275002,118.071297,126907200,78.2843
8/21/2020,119.262497,124.8675,119.25,124.370003,124.1558,338054800,85.9617
8/24/2020,128.697495,128.785004,123.9375,125.857498,125.640739,345937600,11.9093
8/25/2020,124.697502,125.18,123.052498,124.824997,124.610016,211495600,11.8766
8/26/2020,126.18,126.9925,125.082497,126.522499,126.304596,163022400,12.3326
8/27/2020,127.142502,127.485001,123.832497,125.010002,124.794701,155552400,12.267
8/28/2020,126.012497,126.442497,124.577499,124.807503,124.592552,187630000,12.2572
8/31/2020,127.580002,131,126,129.039993,128.817749,225702700,13.9586
9/1/2020,132.759995,134.800003,130.529999,134.179993,133.948898,152470100,16.2359
9/2/2020,137.589996,137.979996,127,131.399994,131.173691,200119000,15.9721
9/3/2020,126.910004,128.839996,120.5,120.879997,120.671806,257599600,14.914
9/4/2020,120.07,123.699997,110.889999,120.959999,120.751671,332607200,14.9634
9/8/2020,113.949997,118.989998,112.68,112.82,112.625694,231366600,14.0079
9/9/2020,117.260002,119.139999,115.260002,117.32,117.117943,176940500,17.3733
9/10/2020,120.360001,120.5,112.5,113.489998,113.29454,182274400,16.7303
9/11/2020,114.57,115.230003,110,112,111.807106,180860300,16.4569
9/14/2020,114.720001,115.93,112.800003,115.360001,115.161316,140150100,19.8645
9/15/2020,118.330002,118.830002,113.610001,115.540001,115.341011,184642000,20.066
9/16/2020,115.230003,116,112.040001,112.129997,111.936882,154679000,19.0204
9/17/2020,109.720001,112.199997,108.709999,110.339996,110.149963,178011000,18.4384
9/18/2020,110.400002,110.879997,106.089996,106.839996,106.655991,287104900,17.2479
9/21/2020,104.540001,110.190002,103.099998,110.080002,109.890411,195713800,22.587
9/22/2020,112.68,112.860001,109.160004,111.809998,111.617432,183055400,25.5465
9/23/2020,111.620003,112.110001,106.769997,107.120003,106.935509,150718700,22.8178
9/24/2020,105.169998,110.25,105,108.220001,108.033615,167743300,24.9862
9/25/2020,108.43,112.440002,107.669998,112.279999,112.086624,149981400,33.0022
9/28/2020,115.010002,115.32,112.779999,114.959999,114.762009,137672400,38.0449
9/29/2020,114.550003,115.309998,113.57,114.089996,113.893501,99382200,37.0017
9/30/2020,113.790001,117.260002,113.620003,115.809998,115.610542,142675200,40.7101
10/1/2020,117.639999,117.720001,115.830002,116.790001,116.58886,116120400,42.9191
10/2/2020,112.889999,115.370003,112.220001,113.019997,112.825348,144712000,36.8285
10/5/2020,113.910004,116.650002,113.550003,116.5,116.299355,106243800,45.123
10/6/2020,115.699997,116.120003,112.25,113.160004,112.965111,161498200,39.3947
10/7/2020,114.620003,115.550003,114.129997,115.080002,114.881805,96849000,44.1015
10/8/2020,116.25,116.400002,114.589996,114.970001,114.771988,83477200,43.8763
10/9/2020,115.279999,117,114.919998,116.970001,116.768547,100506900,49.3082
10/12/2020,120.059998,125.18,119.279999,124.400002,124.185753,240226800,64.1722
10/13/2020,125.269997,125.389999,119.650002,121.099998,120.891434,262330500,55.7888
10/14/2020,121,123.029999,119.620003,121.190002,120.981277,151062300,55.9698
10/15/2020,118.720001,121.199997,118.150002,120.709999,120.502106,112559200,54.5943
10/16/2020,121.279999,121.550003,118.809998,119.019997,118.81501,115393800,49.6385
10/19/2020,119.959999,120.419998,115.660004,115.980003,115.780251,120639300,41.7688
10/20/2020,116.199997,118.980003,115.629997,117.510002,117.307617,124423700,46.678
10/21/2020,116.669998,118.709999,116.449997,116.870003,116.668724,89946000,44.8529
10/22/2020,117.449997,118.040001,114.589996,115.75,115.550644,101988000,41.5709
10/23/2020,116.389999,116.550003,114.279999,115.040001,114.841873,82572600,39.4589
10/26/2020,114.010002,116.550003,112.879997,115.050003,114.851852,111850700,39.5089
10/27/2020,115.489998,117.279999,114.540001,116.599998,116.399178,92276800,47.2862
10/28/2020,115.050003,115.43,111.099998,111.199997,111.008476,143937800,31.1743
10/29/2020,112.370003,116.93,112.199997,115.32,115.121384,146129200,47.0556
10/30/2020,111.059998,111.989998,107.720001,108.860001,108.672516,190272600,33.197
11/2/2020,109.110001,110.68,107.32,108.769997,108.582664,122866900,33.0406
11/3/2020,109.660004,111.489998,108.730003,110.440002,110.249794,107624400,39.1769
11/4/2020,114.139999,115.589996,112.349998,114.949997,114.752022,138235500,52.6875
11/5/2020,117.949997,119.620003,116.870003,119.029999,118.824997,126387100,61.5928
11/6/2020,118.32,119.199997,116.129997,118.690002,118.690002,114457900,60.4979
11/9/2020,120.5,121.989998,116.050003,116.32,116.32,154515300,52.9301
11/10/2020,115.550003,117.589996,114.129997,115.970001,115.970001,138023400,51.8254
11/11/2020,117.190002,119.629997,116.440002,119.489998,119.489998,112295000,61.2181
11/12/2020,119.620003,120.529999,118.57,119.209999,119.209999,103162300,60.1418
11/13/2020,119.440002,119.669998,117.870003,119.260002,119.260002,81581900,60.2857
11/16/2020,118.919998,120.989998,118.150002,120.300003,120.300003,91183000,63.4516
11/17/2020,119.550003,120.669998,118.959999,119.389999,119.389999,74271000,58.7252
11/18/2020,118.610001,119.82,118,118.029999,118.029999,76322100,52.0405
11/19/2020,117.589996,119.059998,116.809998,118.639999,118.639999,74113000,54.7089
11/20/2020,118.639999,118.769997,117.290001,117.339996,117.339996,73604300,48.125
11/23/2020,117.18,117.620003,113.75,113.849998,113.849998,127959300,35.0569
11/24/2020,113.910004,115.849998,112.589996,115.169998,115.169998,113874200,41.9376
11/25/2020,115.550003,116.75,115.169998,116.029999,116.029999,76499200,46.221
11/27/2020,116.57,117.489998,116.220001,116.589996,116.589996,46691300,49.0453
11/30/2020,116.970001,120.970001,116.809998,119.050003,119.050003,169410200,59.7573
12/1/2020,121.010002,123.470001,120.010002,122.720001,122.720001,128166800,70.451
12/2/2020,122.019997,123.370003,120.889999,123.080002,123.080002,89004200,71.3137
12/3/2020,123.519997,123.779999,122.209999,122.940002,122.940002,78967600,70.3915
12/4/2020,122.599998,122.860001,121.519997,122.25,122.25,78260400,65.5694
12/7/2020,122.309998,124.57,122.25,123.75,123.75,86712000,70.6182
12/8/2020,124.370003,124.980003,123.089996,124.379997,124.379997,82225500,72.5676
12/9/2020,124.529999,125.949997,121,121.779999,121.779999,115089200,55.145
12/10/2020,120.5,123.870003,120.150002,123.239998,123.239998,81312200,61.1833
12/11/2020,122.43,122.760002,120.550003,122.410004,122.410004,86939800,56.219
12/14/2020,122.599998,123.349998,121.540001,121.779999,121.779999,79184500,52.489
12/15/2020,124.339996,127.900002,124.129997,127.879997,127.879997,157572300,72.7143
12/16/2020,127.410004,128.369995,126.559998,127.809998,127.809998,98208600,72.3068
12/17/2020,128.899994,129.580002,128.039993,128.699997,128.699997,94359800,74.4109
12/18/2020,128.960007,129.100006,126.120003,126.660004,126.660004,192541500,61.9347
12/21/2020,125.019997,128.309998,123.449997,128.229996,128.229996,121251600,66.8709
12/22/2020,131.610001,134.410004,129.649994,131.880005,131.880005,168904800,75.4008
12/23/2020,132.160004,132.429993,130.779999,130.960007,130.960007,88223700,70.1479
12/24/2020,131.320007,133.460007,131.100006,131.970001,131.970001,54930100,72.5687
12/28/2020,133.990005,137.339996,133.509995,136.690002,136.690002,124486200,80.9141
12/29/2020,138.050003,138.789993,134.339996,134.869995,134.869995,121047300,71.2676
12/30/2020,135.580002,135.990005,133.399994,133.720001,133.720001,96452100,65.5683
12/31/2020,134.080002,134.740005,131.720001,132.690002,132.690002,98990400,60.5631
1/4/2021,133.520004,133.610001,126.760002,129.410004,129.410004,143301900,47.297
1/5/2021,128.889999,131.740005,128.429993,131.009995,131.009995,97664900,53.0816
1/6/2021,127.720001,131.050003,126.379997,126.599998,126.599998,155088000,39.347
1/7/2021,128.360001,131.630005,127.860001,130.919998,130.919998,109578200,53.0716
1/8/2021,132.429993,132.630005,130.229996,132.050003,132.050003,105158200,56.0717
1/11/2021,129.190002,130.169998,128.5,128.979996,128.979996,100620900,46.7107
1/12/2021,128.5,129.690002,126.860001,128.800003,128.800003,91951100,46.189
1/13/2021,128.759995,131.449997,128.490005,130.889999,130.889999,88636800,53.1926
1/14/2021,130.800003,131,128.759995,128.910004,128.910004,90221800,56.5674
1/15/2021,128.779999,130.220001,127,127.139999,127.139999,111598500,41.266
1/19/2021,127.779999,128.710007,126.940002,127.830002,127.830002,90296400,44.1271
